ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	COGNACY	COGID	SEGMENTS	ALIGNMENT
605	yesterday	yesterday	Khoitam	Khoitam		ʥy-jɔː	dʑ y + j ɔː				19901	ʥ y j ɔː	ʥ y j ɔː
705	yesterday	yesterday	Jerigaon	Jerigaon		dy-jɔː	d y + j ɔː				19901	d y j ɔː	d y j ɔː
804	yesterday	yesterday	Khoina	Khoina		dy-jɔː	d y + j ɔː				19901	d y j ɔː	d y j ɔː
904	yesterday	yesterday	Dikhyang	Dikhyang		di-jau	d i + j au				19901	d i j au	d i j au
993	yesterday	yesterday	Singchung	Singchung		di-jo	d i + j o				19901	d i j o	d i j o
1082	yesterday	yesterday	Wangho	Wangho		di-jo	d i + j o				19901	d i j o	d i j o
1173	yesterday	yesterday	Bichom	Bichom		di-jo	d i + j o				19901	d i j o	d i j o
1262	yesterday	yesterday	Kaspi	Kaspi		tʰə-mi-jaŋ	tʰ ə + m i + j a ŋ				19904	tʰ ə m i j a ŋ	tʰ ə m i j a ŋ
1351	yesterday	yesterday	Namphri	Namphri		di-jo	d i + j o				19901	d i j o	d i j o
1451	yesterday	yesterday	Bulu	Bulu		ʤi-rjɛ:	dʒ i + r j ɛː				19903	ʤ i r j ɛ:	- ʤ i r j ɛ:
1551	yesterday	yesterday	Kojo_Rojo	Kojo Rojo		rə-niː	r ə + n iː				19902	r ə n iː	r ə n iː
1748	yesterday	yesterday	Saria	Saria		bɹõrĩ	b ɹ õ r ĩ				19903	b ɹ õ r ĩ	b ɹ õ r - ĩ
1848	yesterday	yesterday	Chayangtajo	Chayangtajo		bjariː	b j a r iː				19903	b j a r iː	b j a r - iː
1948	yesterday	yesterday	Lasumpatte	Lasumpatte		bjariː	b j a r iː				19903	b j a r iː	b j a r - iː
