ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	COGNACY	COGID	SEGMENTS	ALIGNMENT
1927	small	small	Lasumpatte	Lasumpatte		kə-siʔ	k ə + s i ʔ				15707	k ə s i ʔ	k ə s i ʔ
80	smoke	smoke	Duhumbi	Duhumbi		bu-kʰu	b u + kʰ u				15901	b u kʰ u	b u - - kʰ u -
180	smoke	smoke	Khispi	Khispi		bu-kʰu	b u + kʰ u				15901	b u kʰ u	b u - - kʰ u -
280	smoke	smoke	Rupa	Rupa		ba-kʰy	b a + kʰ y				15901	b a kʰ y	b a - - kʰ y -
380	smoke	smoke	Shergaon	Shergaon		ba-kʰy	b a + kʰ y				15901	b a kʰ y	b a - - kʰ y -
481	smoke	smoke	Rahung	Rahung		ba-kʰy	b a + kʰ y				15901	b a kʰ y	b a - - kʰ y -
584	smoke	smoke	Khoitam	Khoitam		ba-kʰy	b a + kʰ y				15901	b a kʰ y	b a - - kʰ y -
685	smoke	smoke	Jerigaon	Jerigaon		ba-kʰy	b a + kʰ y				15901	b a kʰ y	b a - - kʰ y -
784	smoke	smoke	Khoina	Khoina		ba-kʰy	b a + kʰ y				15901	b a kʰ y	b a - - kʰ y -
885	smoke	smoke	Dikhyang	Dikhyang		ba-kʰau	b a + kʰ au				15901	b a kʰ au	b a - - kʰ au -
975	smoke	smoke	Singchung	Singchung		boᵉ-kʰaᵘ	b oᵉ/o + kʰ aᵘ/a				15901	b oᵉ kʰ aᵘ	b oᵉ - - kʰ aᵘ -
1064	smoke	smoke	Wangho	Wangho		bu-kʰu	b u + kʰ u				15901	b u kʰ u	b u - - kʰ u -
1155	smoke	smoke	Bichom	Bichom		bam-kʰam	b a m + kʰ a m				15901	b a m kʰ a m	b a m - kʰ a m
1244	smoke	smoke	Kaspi	Kaspi		baiŋ-kʰam	b ai ŋ + kʰ a m				15901	b ai ŋ kʰ a m	b ai ŋ - kʰ a m
1333	smoke	smoke	Namphri	Namphri		boᵉ-mo-kʰəm	b oᵉ/o + m o + kʰ ə m				15901	b oᵉ m o kʰ ə m	b oᵉ m o kʰ ə m
1431	smoke	smoke	Bulu	Bulu		bɛ-kʰɨː	b ɛ + kʰ ɨː				15901	b ɛ kʰ ɨː	b ɛ - - kʰ ɨː -
1531	smoke	smoke	Kojo_Rojo	Kojo Rojo		bai-kəː	b ai + k əː				15901	b ai k əː	b ai - - k əː -
1629	smoke	smoke	Rawa	Rawa		bai-kɨː	b ai + k ɨː				15901	b ai k ɨː	b ai - - k ɨː -
1728	smoke	smoke	Saria	Saria		bai-kɨː	b ai + k ɨː				15901	b ai k ɨː	b ai - - k ɨː -
1828	smoke	smoke	Chayangtajo	Chayangtajo		bɛː-kɨː	b ɛː + k ɨː				15901	b ɛː k ɨː	b ɛː - - k ɨː -
1928	smoke	smoke	Lasumpatte	Lasumpatte		bɛː-kɨː	b ɛː + k ɨː				15901	b ɛː k ɨː	b ɛː - - k ɨː -
81	stand	stand	Duhumbi	Duhumbi		kʰiŋ	kʰ i ŋ				16101	kʰ i ŋ	- kʰ i ŋ
181	stand	stand	Khispi	Khispi		kʰiŋ	kʰ i ŋ				16101	kʰ i ŋ	- kʰ i ŋ
281	stand	stand	Rupa	Rupa		kʰĩː	kʰ ĩː				16101	kʰ ĩː	- kʰ ĩː -
381	stand	stand	Shergaon	Shergaon		kʰĩː	kʰ ĩː				16101	kʰ ĩː	- kʰ ĩː -
482	stand	stand	Rahung	Rahung		ʨʰĩː	tɕʰ ĩː				16101	ʨʰ ĩː	- ʨʰ ĩː -
585	stand	stand	Khoitam	Khoitam		ʨʰĩː	tɕʰ ĩː				16101	ʨʰ ĩː	- ʨʰ ĩː -
686	stand	stand	Jerigaon	Jerigaon		ʨʰĩː	tɕʰ ĩː				16101	ʨʰ ĩː	- ʨʰ ĩː -
785	stand	stand	Khoina	Khoina		tʂʰĩː	ʈʂʰ ĩː				16101	t ʂʰ ĩː	t ʂʰ ĩː -
886	stand	stand	Dikhyang	Dikhyang		ʦai	ts ai				16102	ʦ ai	ʦ ai - - - -
976	stand	stand	Singchung	Singchung		riᵒ-ma	r iᵒ/i + m a				16103	r iᵒ m a	r iᵒ m a
1065	stand	stand	Wangho	Wangho		riᵒ	r iᵒ/io				16103	r iᵒ	r iᵒ - -
1156	stand	stand	Bichom	Bichom		riᵒ	r iᵒ/io				16103	r iᵒ	r iᵒ - -
1245	stand	stand	Kaspi	Kaspi		ʤoi	dʒ oi				16102	ʤ oi	ʤ oi - - - -
1334	stand	stand	Namphri	Namphri		ʤai-ma-ge	dʒ ai + m a + g e				16102	ʤ ai m a g e	ʤ ai m a g e
1432	stand	stand	Bulu	Bulu		ʧin	tʃ i n				16101	ʧ i n	- ʧ i n
1532	stand	stand	Kojo_Rojo	Kojo Rojo		ʧin	tʃ i n				16101	ʧ i n	- ʧ i n
1630	stand	stand	Rawa	Rawa		ʧiŋ	tʃ i ŋ				16101	ʧ i ŋ	- ʧ i ŋ
1729	stand	stand	Saria	Saria		ʧiŋ	tʃ i ŋ				16101	ʧ i ŋ	- ʧ i ŋ
1829	stand	stand	Chayangtajo	Chayangtajo		ʧiŋ	tʃ i ŋ				16101	ʧ i ŋ	- ʧ i ŋ
1929	stand	stand	Lasumpatte	Lasumpatte		ʧiŋ	tʃ i ŋ				16101	ʧ i ŋ	- ʧ i ŋ
82	star	star	Duhumbi	Duhumbi		kaɹma	k a ɹ m a				16301	k a ɹ m a	k a ɹ m a
182	star	star	Khispi	Khispi		kalma	k a l m a				16301	k a l m a	k a l m a
282	star	star	Rupa	Rupa		zyk	z y k				16302	z y k	- - - z y k
382	star	star	Shergaon	Shergaon		ʨʰu-zuk	tɕʰ u + z u k				16302	ʨʰ u z u k	ʨʰ u - z u k
483	star	star	Rahung	Rahung		ʨʰyŋ-zyk	tɕʰ y ŋ + z y k				16302	ʨʰ y ŋ z y k	ʨʰ y ŋ z y k
586	star	star	Khoitam	Khoitam		ʨʰyŋ-zyk	tɕʰ y ŋ + z y k				16302	ʨʰ y ŋ z y k	ʨʰ y ŋ z y k
687	star	star	Jerigaon	Jerigaon		də-zyk	d ə + z y k				16302	d ə z y k	d ə - z y k
786	star	star	Khoina	Khoina		dy-ʐyk	d y + ʐ y k				16302	d y ʐ y k	d y - ʐ y k
887	star	star	Dikhyang	Dikhyang		ʦaː-trɔŋ	ts aː + t r ɔ ŋ				16303	ʦ aː t r ɔ ŋ	ʦ aː t - r ɔ ŋ
977	star	star	Singchung	Singchung		sa-dijoŋ	s a + d i j o ŋ				16303	s a d i j o ŋ	s a d i j o ŋ
1066	star	star	Wangho	Wangho		sa-tijoŋ	s a + t i j o ŋ				16303	s a t i j o ŋ	s a t i j o ŋ
1157	star	star	Bichom	Bichom		ta-dijaŋ	t a + d i j a ŋ				16303	t a d i j a ŋ	t a d i j a ŋ
1246	star	star	Kaspi	Kaspi		la-dijaŋ	l a + d i j a ŋ				16303	l a d i j a ŋ	l a d i j a ŋ
1335	star	star	Namphri	Namphri		ta-dijaŋ	t a + d i j a ŋ				16303	t a d i j a ŋ	t a d i j a ŋ
1433	star	star	Bulu	Bulu		haN-waiʔ	h a N/ɴ + w ai ʔ				16304	h a N w ai ʔ	h a N w ai ʔ
1533	star	star	Kojo_Rojo	Kojo Rojo		ha-daŋ	h a + d a ŋ				16303	h a d a ŋ	h a d - - a ŋ
1631	star	star	Rawa	Rawa		sat	s a t				16305	s a t	s a t
1730	star	star	Saria	Saria		saiʔ	s ai ʔ				16305	s ai ʔ	s ai ʔ
1830	star	star	Chayangtajo	Chayangtajo		pə-ʤaiʔ	p ə + dʒ ai ʔ				16306	p ə ʤ ai ʔ	p ə ʤ ai ʔ
1930	star	star	Lasumpatte	Lasumpatte		pə-ʤaiʔ	p ə + dʒ ai ʔ				16306	p ə ʤ ai ʔ	p ə ʤ ai ʔ
83	stonerock	stone/rock	Duhumbi	Duhumbi		luŋ	l u ŋ				16501	l u ŋ	- - l u ŋ
183	stonerock	stone/rock	Khispi	Khispi		luŋ	l u ŋ				16501	l u ŋ	- - l u ŋ
283	stonerock	stone/rock	Rupa	Rupa		lýŋ	l ý/y ŋ				16501	l ý ŋ	- - l ý ŋ
383	stonerock	stone/rock	Shergaon	Shergaon		luŋ	l u ŋ				16501	l u ŋ	- - l u ŋ
484	stonerock	stone/rock	Rahung	Rahung		rýŋ	r ý/y ŋ				16501	r ý ŋ	- - r ý ŋ
587	stonerock	stone/rock	Khoitam	Khoitam		rýŋ	r ý/y ŋ				16501	r ý ŋ	- - r ý ŋ
688	stonerock	stone/rock	Jerigaon	Jerigaon		lýŋ	l ý/y ŋ				16501	l ý ŋ	- - l ý ŋ
787	stonerock	stone/rock	Khoina	Khoina		lýŋ	l ý/y ŋ				16501	l ý ŋ	- - l ý ŋ
888	stonerock	stone/rock	Dikhyang	Dikhyang		ləbau	l ə b au				16502	l ə b au	l ə b au
978	stonerock	stone/rock	Singchung	Singchung		labaᵘ	l a b aᵘ/a				16502	l a b aᵘ	l a b aᵘ
1067	stonerock	stone/rock	Wangho	Wangho		labaᵘ	l a b aᵘ/a				16502	l a b aᵘ	l a b aᵘ
1158	stonerock	stone/rock	Bichom	Bichom		labaᵘ	l a b aᵘ/a				16502	l a b aᵘ	l a b aᵘ
1247	stonerock	stone/rock	Kaspi	Kaspi		labaᵘ	l a b aᵘ/a				16502	l a b aᵘ	l a b aᵘ
1336	stonerock	stone/rock	Namphri	Namphri		lubu	l u b u				16502	l u b u	l u b u
1434	stonerock	stone/rock	Bulu	Bulu		ka-lɨŋ	k a + l ɨ ŋ				16501	k a l ɨ ŋ	k a l ɨ ŋ
1534	stonerock	stone/rock	Kojo_Rojo	Kojo Rojo		ka-hoŋ	k a + h o ŋ				16501	k a h o ŋ	k a h o ŋ
1632	stonerock	stone/rock	Rawa	Rawa		kə-bɹaː	k ə + b ɹ aː				16503	k ə b ɹ aː	k ə b ɹ aː
1731	stonerock	stone/rock	Saria	Saria		kə-bɹaː	k ə + b ɹ aː				16503	k ə b ɹ aː	k ə b ɹ aː
1831	stonerock	stone/rock	Chayangtajo	Chayangtajo		kə-bɹaː	k ə + b ɹ aː				16503	k ə b ɹ aː	k ə b ɹ aː
1931	stonerock	stone/rock	Lasumpatte	Lasumpatte		kə-bɹaː	k ə + b ɹ aː				16503	k ə b ɹ aː	k ə b ɹ aː
84	sun	sun	Duhumbi	Duhumbi		na-mi	n a + m i				16701	n a m i	n a m i
184	sun	sun	Khispi	Khispi		na-mi	n a + m i				16701	n a m i	n a m i
284	sun	sun	Rupa	Rupa		nə-nyː	n ə + n yː				16702	n ə n yː	- n ə n yː
384	sun	sun	Shergaon	Shergaon		nə-niː	n ə + n iː				16702	n ə n iː	- n ə n iː
485	sun	sun	Rahung	Rahung		nə-miː	n ə + m iː				16701	n ə m iː	n ə m iː
588	sun	sun	Khoitam	Khoitam		nə-miː	n ə + m iː				16701	n ə m iː	n ə m iː
689	sun	sun	Jerigaon	Jerigaon		nə-nyː	n ə + n yː				16702	n ə n yː	- n ə n yː
788	sun	sun	Khoina	Khoina		naː-nyː	n aː + n yː				16702	n aː n yː	- n aː n yː
889	sun	sun	Dikhyang	Dikhyang		haː-nɛiŋ	h aː + n ɛi ŋ				16703	h aː n ɛi ŋ	h aː n ɛi ŋ
979	sun	sun	Singchung	Singchung		ha-naⁱ	h a + n aⁱ/ai				16703	h a n aⁱ	h a n aⁱ -
1068	sun	sun	Wangho	Wangho		ha-neⁱŋ	h a + n eⁱ/e ŋ				16703	h a n eⁱ ŋ	h a n eⁱ ŋ
1159	sun	sun	Bichom	Bichom		ha-naⁱ	h a + n aⁱ/ai				16703	h a n aⁱ	h a n aⁱ -
1248	sun	sun	Kaspi	Kaspi		ha-naⁱ	h a + n aⁱ/ai				16703	h a n aⁱ	h a n aⁱ -
1337	sun	sun	Namphri	Namphri		ha-naⁱ	h a + n aⁱ/ai				16703	h a n aⁱ	h a n aⁱ -
1435	sun	sun	Bulu	Bulu		ha-mi	h a + m i				16701	h a m i	h a m i
1535	sun	sun	Kojo_Rojo	Kojo Rojo		ha-mi	h a + m i				16701	h a m i	h a m i
1633	sun	sun	Rawa	Rawa		ha-mi	h a + m i				16701	h a m i	h a m i
1732	sun	sun	Saria	Saria		ha-mi	h a + m i				16701	h a m i	h a m i
1832	sun	sun	Chayangtajo	Chayangtajo		kriː	k r iː				16702	k r iː	k r iː - -
1932	sun	sun	Lasumpatte	Lasumpatte		kriː	k r iː				16702	k r iː	k r iː - -
85	sweet	sweet	Duhumbi	Duhumbi		jɔŋ-jɔŋ	j ɔ ŋ + j ɔ ŋ				16901	j ɔ ŋ j ɔ ŋ	j ɔ ŋ j ɔ ŋ
185	sweet	sweet	Khispi	Khispi		ɔ-bej-da	ɔ + b e j + d a				16902	ɔ b e j d a	ɔ b e j d a
285	sweet	sweet	Rupa	Rupa		a-ʨĩː	a + tɕ ĩː				16907	a ʨ ĩː	a ʨ ĩː
385	sweet	sweet	Shergaon	Shergaon		a-ʨĩː	a + tɕ ĩː				16907	a ʨ ĩː	a ʨ ĩː
486	sweet	sweet	Rahung	Rahung		ʨĩː	tɕ ĩː				16907	ʨ ĩː	- ʨ ĩː
589	sweet	sweet	Khoitam	Khoitam		ʨĩː	tɕ ĩː				16907	ʨ ĩː	- ʨ ĩː
690	sweet	sweet	Jerigaon	Jerigaon		a-blã	a + b l ã				16902	a b l ã	a b - - l ã
789	sweet	sweet	Khoina	Khoina		a-ʦĩː	a + ts ĩː				16907	a ʦ ĩː	a ʦ ĩː
890	sweet	sweet	Dikhyang	Dikhyang		pʰ-jɛŋ	pʰ + j ɛ ŋ				16901	pʰ j ɛ ŋ	pʰ - - j ɛ ŋ
980	sweet	sweet	Singchung	Singchung		pʰi-jam	pʰ i + j a m				16901	pʰ i j a m	pʰ i - j a m
1069	sweet	sweet	Wangho	Wangho		pʰi-jaŋ	pʰ i + j a ŋ				16901	pʰ i j a ŋ	pʰ i - j a ŋ
1160	sweet	sweet	Bichom	Bichom		pʰi-jaŋ	pʰ i + j a ŋ				16901	pʰ i j a ŋ	pʰ i - j a ŋ
1249	sweet	sweet	Kaspi	Kaspi		pʰi-jaŋ	pʰ i + j a ŋ				16901	pʰ i j a ŋ	pʰ i - j a ŋ
1338	sweet	sweet	Namphri	Namphri		pʰi-jaŋ	pʰ i + j a ŋ				16901	pʰ i j a ŋ	pʰ i - j a ŋ
1436	sweet	sweet	Bulu	Bulu		a-pin	a + p i n				16903	a p i n	a p i n
1536	sweet	sweet	Kojo_Rojo	Kojo Rojo		a-pin	a + p i n				16903	a p i n	a p i n
1634	sweet	sweet	Rawa	Rawa		a-pin	a + p i n				16903	a p i n	a p i n
1733	sweet	sweet	Saria	Saria		a-piŋ	a + p i ŋ				16903	a p i ŋ	a p i ŋ
1833	sweet	sweet	Chayangtajo	Chayangtajo		a-piŋ	a + p i ŋ				16903	a p i ŋ	a p i ŋ
1933	sweet	sweet	Lasumpatte	Lasumpatte		a-piŋ	a + p i ŋ				16903	a p i ŋ	a p i ŋ
86	tail	tail	Duhumbi	Duhumbi		ɲɔj	ɲ ɔ j				17101	ɲ ɔ j	- ɲ ɔ j
186	tail	tail	Khispi	Khispi		ɲuj	ɲ u j				17101	ɲ u j	- ɲ u j
286	tail	tail	Rupa	Rupa		a-ɲaː	a + ɲ aː				17101	a ɲ aː	a ɲ aː -
386	tail	tail	Shergaon	Shergaon		a-ɲaː	a + ɲ aː				17101	a ɲ aː	a ɲ aː -
487	tail	tail	Rahung	Rahung		a-nɛʰ	a + n ɛʰ/ɛ				17101	a n ɛʰ	a n ɛʰ -
590	tail	tail	Khoitam	Khoitam		a-nɛʰ	a + n ɛʰ/ɛ				17101	a n ɛʰ	a n ɛʰ -
691	tail	tail	Jerigaon	Jerigaon		a-nɛʰ	a + n ɛʰ/ɛ				17101	a n ɛʰ	a n ɛʰ -
790	tail	tail	Khoina	Khoina		a-naːʰ	a + n aː				17101	a n aːʰ	a n aːʰ -
891	tail	tail	Dikhyang	Dikhyang		ə-ɲui	ə + ɲ ui				17101	ə ɲ ui	ə ɲ ui -
981	tail	tail	Singchung	Singchung		e-ɲoⁱ	e + ɲ oⁱ/o				17101	e ɲ oⁱ	e ɲ oⁱ -
1070	tail	tail	Wangho	Wangho		e-ɲoⁱ	e + ɲ oⁱ/o				17101	e ɲ oⁱ	e ɲ oⁱ -
1161	tail	tail	Bichom	Bichom		e-ɲoⁱ	e + ɲ oⁱ/o				17101	e ɲ oⁱ	e ɲ oⁱ -
1250	tail	tail	Kaspi	Kaspi		e-ɲoⁱ	e + ɲ oⁱ/o				17101	e ɲ oⁱ	e ɲ oⁱ -
1339	tail	tail	Namphri	Namphri		e-ɲoⁱ	e + ɲ oⁱ/o				17101	e ɲ oⁱ	e ɲ oⁱ -
1437	tail	tail	Bulu	Bulu		a-nyi	a + n yi				17101	a n yi	a n yi -
1537	tail	tail	Kojo_Rojo	Kojo Rojo		a-sərjam	a + s ə r j a m				17102	a s ə r j a m	a s ə r j a m
1635	tail	tail	Rawa	Rawa		a-kə-doŋ	a + k ə + d o ŋ				17103	a k ə d o ŋ	a k ə d o ŋ
1734	tail	tail	Saria	Saria		ɲi-mɹɛː	ɲ i + m ɹ ɛː				17104	ɲ i m ɹ ɛː	ɲ i m ɹ ɛː
1834	tail	tail	Chayangtajo	Chayangtajo		ni-mɹɛː	n i + m ɹ ɛː				17104	n i m ɹ ɛː	n i m ɹ ɛː
1934	tail	tail	Lasumpatte	Lasumpatte		ni-mɹɛː	n i + m ɹ ɛː				17104	n i m ɹ ɛː	n i m ɹ ɛː
88	thick	thick	Duhumbi	Duhumbi		ɔ-tʰɛs	ɔ + tʰ ɛ s				17501	ɔ tʰ ɛ s	ɔ tʰ ɛ s
188	thick	thick	Khispi	Khispi		ɔ-tʰɛs	ɔ + tʰ ɛ s				17501	ɔ tʰ ɛ s	ɔ tʰ ɛ s
288	thick	thick	Rupa	Rupa		a-tʰat	a + tʰ a t				17501	a tʰ a t	a tʰ a t
388	thick	thick	Shergaon	Shergaon		a-tʰɛt	a + tʰ ɛ t				17501	a tʰ ɛ t	a tʰ ɛ t
489	thick	thick	Rahung	Rahung		a-tʰɛ	a + tʰ ɛ				17501	a tʰ ɛ	a tʰ ɛ -
592	thick	thick	Khoitam	Khoitam		a-tʰɛ	a + tʰ ɛ				17501	a tʰ ɛ	a tʰ ɛ -
693	thick	thick	Jerigaon	Jerigaon		a-tʰɛ	a + tʰ ɛ				17501	a tʰ ɛ	a tʰ ɛ -
792	thick	thick	Khoina	Khoina		a-tʰɛ	a + tʰ ɛ				17501	a tʰ ɛ	a tʰ ɛ -
893	thick	thick	Dikhyang	Dikhyang		ə-kʰla-bou	ə + kʰ l a + b ou				17502	ə kʰ l a b ou	ə kʰ l a b ou
1439	thick	thick	Bulu	Bulu		a-pən	a + p ə n				17503	a p ə n	a p ə n
1539	thick	thick	Kojo_Rojo	Kojo Rojo		a-pen	a + p e n				17503	a p e n	a p e n
1637	thick	thick	Rawa	Rawa		a-piʔ	a + p i ʔ				17503	a p i ʔ	a p i ʔ
1736	thick	thick	Saria	Saria		toʔ-rɨː	t o ʔ + r ɨː				17504	t o ʔ r ɨː	t o ʔ r ɨː
1836	thick	thick	Chayangtajo	Chayangtajo		a-piʔ	a + p i ʔ				17503	a p i ʔ	a p i ʔ
1936	thick	thick	Lasumpatte	Lasumpatte		a-piʔ	a + p i ʔ				17503	a p i ʔ	a p i ʔ
89	this	this	Duhumbi	Duhumbi		ɔ-ʨʰi	ɔ + tɕʰ i				17701	ɔ ʨʰ i	ɔ ʨʰ i
189	this	this	Khispi	Khispi		u-ʨʰi	u + tɕʰ i				17701	u ʨʰ i	u ʨʰ i
289	this	this	Rupa	Rupa		tʰwa	tʰ w a				17702	tʰ w a	tʰ w a
389	this	this	Shergaon	Shergaon		tʰa	tʰ a				17702	tʰ a	tʰ - a
490	this	this	Rahung	Rahung		tʰə	tʰ ə				17702	tʰ ə	tʰ - ə
593	this	this	Khoitam	Khoitam		tʰɛː	tʰ ɛː				17702	tʰ ɛː	tʰ - ɛː
694	this	this	Jerigaon	Jerigaon		tʰaː	tʰ aː				17702	tʰ aː	tʰ - aː
793	this	this	Khoina	Khoina		tʰaː	tʰ aː				17702	tʰ aː	tʰ - aː
983	this	this	Singchung	Singchung		e-hihi	e + h i h i				17703	e h i h i	e h i h i - - - -
1072	this	this	Wangho	Wangho		he-pʰomono	h e + pʰ o m o n o				17703	h e pʰ o m o n o	- h e pʰ o m o n o
1163	this	this	Bichom	Bichom		he-pʰomono	h e + pʰ o m o n o				17703	h e pʰ o m o n o	- h e pʰ o m o n o
1252	this	this	Kaspi	Kaspi		he-pʰomono	h e + pʰ o m o n o				17703	h e pʰ o m o n o	- h e pʰ o m o n o
1341	this	this	Namphri	Namphri		ʤije	dʒ i j e				17704	ʤ i j e	ʤ i j e
1440	this	this	Bulu	Bulu		hɨŋ	h ɨ ŋ				17703	h ɨ ŋ	- h ɨ - - - - ŋ -
1540	this	this	Kojo_Rojo	Kojo Rojo		həŋ	h ə ŋ				17703	h ə ŋ	- h ə - - - - ŋ -
1638	this	this	Rawa	Rawa		həŋ	h ə ŋ				17703	h ə ŋ	- h ə - - - - ŋ -
1737	this	this	Saria	Saria		həŋ	h ə ŋ				17703	h ə ŋ	- h ə - - - - ŋ -
1837	this	this	Chayangtajo	Chayangtajo		həŋ	h ə ŋ				17703	h ə ŋ	- h ə - - - - ŋ -
1937	this	this	Lasumpatte	Lasumpatte		həŋ	h ə ŋ				17703	h ə ŋ	- h ə - - - - ŋ -
15	toburnit	to burn (it.)	Duhumbi	Duhumbi		haj	h a j				2901	h a j	h a j
115	toburnit	to burn (it.)	Khispi	Khispi		haj	h a j				2901	h a j	h a j
215	toburnit	to burn (it.)	Rupa	Rupa		haː	h aː				2901	h aː	h aː -
315	toburnit	to burn (it.)	Shergaon	Shergaon		haː	h aː				2901	h aː	h aː -
415	toburnit	to burn (it.)	Rahung	Rahung		hɛː	h ɛː				2901	h ɛː	h ɛː -
519	toburnit	to burn (it.)	Khoitam	Khoitam		hɛː	h ɛː				2901	h ɛː	h ɛː -
620	toburnit	to burn (it.)	Jerigaon	Jerigaon		hɛː	h ɛː				2901	h ɛː	h ɛː -
719	toburnit	to burn (it.)	Khoina	Khoina		haː	h aː				2901	h aː	h aː -
820	toburnit	to burn (it.)	Dikhyang	Dikhyang		hõːe	h õːe				2901	h õːe	h õːe -
919	toburnit	to burn (it.)	Singchung	Singchung		ʃuⁱt	ʃ uⁱ/u t				2902	ʃ uⁱ t	ʃ uⁱ t
1008	toburnit	to burn (it.)	Wangho	Wangho		haᵘ	h aᵘ/a				2901	h aᵘ	h aᵘ -
1099	toburnit	to burn (it.)	Bichom	Bichom		fũp-pʰa	f ũ p + pʰ a				2903	f ũ p pʰ a	f ũ p pʰ a
1188	toburnit	to burn (it.)	Kaspi	Kaspi		ʤi-jo-pʰa	dʒ i + j o + pʰ a				2904	ʤ i j o pʰ a	ʤ i j o pʰ a
1277	toburnit	to burn (it.)	Namphri	Namphri		fu-pʰa	f u + pʰ a				2903	f u pʰ a	f u - pʰ a
1366	toburnit	to burn (it.)	Bulu	Bulu		ham	h a m				2905	h a m	h a m
1466	toburnit	to burn (it.)	Kojo_Rojo	Kojo Rojo		ʤəu	dʒ əu				2904	ʤ əu	ʤ əu - - - -
1566	toburnit	to burn (it.)	Rawa	Rawa		ʤəu	dʒ əu				2904	ʤ əu	ʤ əu - - - -
1663	toburnit	to burn (it.)	Saria	Saria		ʤɨː	dʒ ɨː				2904	ʤ ɨː	ʤ ɨː - - - -
1763	toburnit	to burn (it.)	Chayangtajo	Chayangtajo		jɨː	j ɨː				2904	j ɨː	- - j ɨː - -
1863	toburnit	to burn (it.)	Lasumpatte	Lasumpatte		ʤɨː	dʒ ɨː				2904	ʤ ɨː	ʤ ɨː - - - -
16	tocarryonback	to carry (on back)	Duhumbi	Duhumbi		bu	b u				3101	b u	b u
116	tocarryonback	to carry (on back)	Khispi	Khispi		bu	b u				3101	b u	b u
216	tocarryonback	to carry (on back)	Rupa	Rupa		byː	b yː				3101	b yː	b yː
316	tocarryonback	to carry (on back)	Shergaon	Shergaon		byː	b yː				3101	b yː	b yː
416	tocarryonback	to carry (on back)	Rahung	Rahung		byː	b yː				3101	b yː	b yː
520	tocarryonback	to carry (on back)	Khoitam	Khoitam		byː	b yː				3101	b yː	b yː
621	tocarryonback	to carry (on back)	Jerigaon	Jerigaon		byː	b yː				3101	b yː	b yː
720	tocarryonback	to carry (on back)	Khoina	Khoina		byː	b yː				3101	b yː	b yː
821	tocarryonback	to carry (on back)	Dikhyang	Dikhyang		hán	h á n				3102	h á n	h á n
1367	tocarryonback	to carry (on back)	Bulu	Bulu		ʒeN	ʒ e N/ɴ				3103	ʒ e N	ʒ e N
1467	tocarryonback	to carry (on back)	Kojo_Rojo	Kojo Rojo		ɹan	ɹ a n				3104	ɹ a n	ɹ a n
1567	tocarryonback	to carry (on back)	Rawa	Rawa		bəu	b əu				3101	b əu	b əu
1664	tocarryonback	to carry (on back)	Saria	Saria		eiʔ	e i ʔ				3105	ei ʔ	ei ʔ
1764	tocarryonback	to carry (on back)	Chayangtajo	Chayangtajo		eiʔ	e i ʔ				3105	ei ʔ	ei ʔ
1864	tocarryonback	to carry (on back)	Lasumpatte	Lasumpatte		ek	e k				3105	e k	e k
18	tocryweep	to cry/weep	Duhumbi	Duhumbi		kʰip	kʰ i p				3501	kʰ i p	- kʰ - i - - p -
118	tocryweep	to cry/weep	Khispi	Khispi		kʰip	kʰ i p				3501	kʰ i p	- kʰ - i - - p -
218	tocryweep	to cry/weep	Rupa	Rupa		kʰe	kʰ e				3501	kʰ e	- kʰ - e - - - -
318	tocryweep	to cry/weep	Shergaon	Shergaon		kʰe	kʰ e				3501	kʰ e	- kʰ - e - - - -
418	tocryweep	to cry/weep	Rahung	Rahung		ʨʰe	tɕʰ e				3501	ʨʰ e	- ʨʰ - e - - - -
522	tocryweep	to cry/weep	Khoitam	Khoitam		ʨʰe	tɕʰ e				3501	ʨʰ e	- ʨʰ - e - - - -
623	tocryweep	to cry/weep	Jerigaon	Jerigaon		ʨʰe	tɕʰ e				3501	ʨʰ e	- ʨʰ - e - - - -
722	tocryweep	to cry/weep	Khoina	Khoina		tʂʰe	ʈʂʰ e				3501	t ʂʰ e	t ʂʰ - e - - - -
823	tocryweep	to cry/weep	Dikhyang	Dikhyang		ʨõ	tɕ õ				3501	ʨ õ	- ʨ - õ - - - -
921	tocryweep	to cry/weep	Singchung	Singchung		ʧo-ma-ge	tʃ o + m a + g e				3501	ʧ o m a g e	- ʧ - o m a g e
1010	tocryweep	to cry/weep	Wangho	Wangho		ʧo	tʃ o				3501	ʧ o	- ʧ - o - - - -
1101	tocryweep	to cry/weep	Bichom	Bichom		ʧoa-pʰa	tʃ oa + pʰ a				3501	ʧ oa pʰ a	- ʧ - oa - - pʰ a
1190	tocryweep	to cry/weep	Kaspi	Kaspi		ʧoa-pʰa	tʃ oa + pʰ a				3501	ʧ oa pʰ a	- ʧ - oa - - pʰ a
1279	tocryweep	to cry/weep	Namphri	Namphri		ʧo	tʃ o				3501	ʧ o	- ʧ - o - - - -
1369	tocryweep	to cry/weep	Bulu	Bulu		ʧɛʔ	tʃ ɛ ʔ				3501	ʧ ɛ ʔ	- ʧ - ɛ - - ʔ -
1469	tocryweep	to cry/weep	Kojo_Rojo	Kojo Rojo		ʧap	tʃ a p				3501	ʧ a p	- ʧ - a - - p -
1569	tocryweep	to cry/weep	Rawa	Rawa		ʧap	tʃ a p				3501	ʧ a p	- ʧ - a - - p -
