ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
1,1,101,,,
2,2,301,,,
3,3,501,,,
4,4,701,,,
5,5,901,,,
6,6,1101,,,
7,7,1301,,,
8,8,1501,,,
9,9,1701,,,
10,10,1901,,,
11,11,2101,,,
12,12,2301,,,
13,13,2501,,,
14,14,2701,,,
15,15,2901,,,
16,16,3101,,,
17,17,3301,,,
18,18,3501,,,
19,19,3701,,,
20,20,3901,,,
21,21,4101,,,
22,22,4301,,,
23,23,4501,,,
24,24,4701,,,
25,25,4901,,,
26,26,5101,,,
27,27,5303,,,
28,28,5501,,,
29,29,5701,,,
30,30,5901,,,
31,31,6101,,,
32,32,6301,,,
33,33,6501,,,
34,34,6701,,,
35,35,6901,,,
36,36,7101,,,
37,37,7301,,,
38,38,7501,,,
39,39,7701,,,
40,40,7901,,,
41,41,8101,,,
42,42,8301,,,
43,43,8501,,,
44,44,8701,,,
45,45,8901,,,
46,46,9101,,,
47,47,9301,,,
48,48,9501,,,
49,49,9701,,,
50,50,9901,,,
51,51,10101,,,
52,52,10301,,,
53,53,10501,,,
54,54,10701,,,
55,55,10901,,,
56,56,11101,,,
57,57,11301,,,
58,58,11501,,,
59,59,11701,,,
60,60,11901,,,
61,61,12101,,,
62,62,12301,,,
63,63,12501,,,
64,64,12701,,,
65,65,12901,,,
66,66,13101,,,
67,67,13301,,,
68,68,13501,,,
69,69,13701,,,
70,70,13901,,,
71,71,14101,,,
72,72,14301,,,
73,73,14501,,,
74,74,14701,,,
75,75,14901,,,
76,76,15101,,,
77,77,15301,,,
78,78,15502,,,
79,79,15701,,,
80,80,15901,,,
81,81,16101,,,
82,82,16301,,,
83,83,16501,,,
84,84,16701,,,
85,85,16901,,,
86,86,17101,,,
87,87,17301,,,
88,88,17501,,,
89,89,17701,,,
90,90,17901,,,
91,91,18101,,,
92,92,18301,,,
93,93,18501,,,
94,94,18701,,,
95,95,18901,,,
96,96,19101,,,
97,97,19301,,,
98,98,19501,,,
99,99,19701,,,
100,100,19901,,,
101,101,101,,,
102,102,301,,,
103,103,501,,,
104,104,701,,,
105,105,901,,,
106,106,1101,,,
107,107,1301,,,
108,108,1501,,,
109,109,1701,,,
110,110,1901,,,
111,111,2101,,,
112,112,2301,,,
113,113,2501,,,
114,114,2701,,,
115,115,2901,,,
116,116,3101,,,
117,117,3302,,,
118,118,3501,,,
119,119,3701,,,
120,120,3901,,,
121,121,4101,,,
122,122,4301,,,
123,123,4501,,,
124,124,4701,,,
125,125,4901,,,
126,126,5102,,,
127,127,5303,,,
128,128,5501,,,
129,129,5701,,,
130,130,5901,,,
131,131,6101,,,
132,132,6301,,,
133,133,6501,,,
134,134,6701,,,
135,135,6901,,,
136,136,7101,,,
137,137,7301,,,
138,138,7502,,,
139,139,7701,,,
140,140,7901,,,
141,141,8101,,,
142,142,8302,,,
143,143,8501,,,
144,144,8701,,,
145,145,8901,,,
146,146,9101,,,
147,147,9301,,,
148,148,9501,,,
149,149,9701,,,
150,150,9901,,,
151,151,10101,,,
152,152,10301,,,
153,153,10501,,,
154,154,10702,,,
155,155,10901,,,
156,156,11101,,,
157,157,11301,,,
158,158,11501,,,
159,159,11701,,,
160,160,11901,,,
161,161,12101,,,
162,162,12301,,,
163,163,12501,,,
164,164,12701,,,
165,165,12901,,,
166,166,13101,,,
167,167,13301,,,
168,168,13501,,,
169,169,13701,,,
170,170,13902,,,
171,171,14101,,,
172,172,14301,,,
173,173,14501,,,
174,174,14701,,,
175,175,14901,,,
176,176,15101,,,
177,177,15301,,,
178,178,15502,,,
179,179,15710,,,
180,180,15901,,,
181,181,16101,,,
182,182,16301,,,
183,183,16501,,,
184,184,16701,,,
185,185,16902,,,
186,186,17101,,,
187,187,17301,,,
188,188,17501,,,
189,189,17701,,,
190,190,17901,,,
191,191,18101,,,
192,192,18301,,,
193,193,18501,,,
194,194,18701,,,
195,195,18901,,,
196,196,19101,,,
197,197,19302,,,
198,198,19501,,,
199,199,19701,,,
200,200,19901,,,
201,201,101,,,
202,202,301,,,
203,203,501,,,
204,204,701,,,
205,205,902,,,
206,206,1101,,,
207,207,1301,,,
208,208,1501,,,
209,209,1701,,,
210,210,1901,,,
211,211,2101,,,
212,212,2301,,,
213,213,2501,,,
214,214,2702,,,
215,215,2901,,,
216,216,3101,,,
217,217,3302,,,
218,218,3501,,,
219,219,3701,,,
220,220,3901,,,
221,221,4101,,,
222,222,4302,,,
223,223,4501,,,
224,224,4701,,,
225,225,4901,,,
226,226,5103,,,
227,227,5301,,,
228,228,5502,,,
229,229,5701,,,
230,230,5901,,,
231,231,6101,,,
232,232,6301,,,
233,233,6501,,,
234,234,6701,,,
235,235,6901,,,
236,236,7101,,,
237,237,7302,,,
238,238,7501,,,
239,239,7701,,,
240,240,7902,,,
241,241,8101,,,
242,242,8303,,,
243,243,8501,,,
244,244,8701,,,
245,245,8901,,,
246,246,9101,,,
247,247,9301,,,
248,248,9502,,,
249,249,9702,,,
250,250,9901,,,
251,251,10101,,,
252,252,10301,,,
253,253,10501,,,
254,254,10703,,,
255,255,10901,,,
256,256,11101,,,
257,257,11301,,,
258,258,11501,,,
259,259,11701,,,
260,260,11901,,,
261,261,12101,,,
262,262,12301,,,
263,263,12501,,,
264,264,12701,,,
265,265,12901,,,
266,266,13101,,,
267,267,13301,,,
268,268,13502,,,
269,269,13701,,,
270,270,13903,,,
271,271,14102,,,
272,272,14302,,,
273,273,14502,,,
274,274,14701,,,
275,275,14901,,,
276,276,15101,,,
277,277,15301,,,
278,278,15501,,,
279,279,15703,,,
280,280,15901,,,
281,281,16101,,,
282,282,16302,,,
283,283,16501,,,
284,284,16702,,,
285,285,16907,,,
286,286,17101,,,
287,287,17301,,,
288,288,17501,,,
289,289,17702,,,
290,290,17901,,,
291,291,18102,,,
292,292,18301,,,
293,293,18502,,,
294,294,18702,,,
295,295,18901,,,
296,296,19101,,,
297,297,19302,,,
298,298,19501,,,
299,299,19701,,,
300,300,19901,,,
301,301,101,,,
302,302,301,,,
303,303,501,,,
304,304,701,,,
305,305,902,,,
306,306,1101,,,
307,307,1301,,,
308,308,1501,,,
309,309,1701,,,
310,310,1901,,,
311,311,2101,,,
312,312,2301,,,
313,313,2501,,,
314,314,2702,,,
315,315,2901,,,
316,316,3101,,,
317,317,3302,,,
318,318,3501,,,
319,319,3701,,,
320,320,3901,,,
321,321,4101,,,
322,322,4302,,,
323,323,4501,,,
324,324,4701,,,
325,325,4901,,,
326,326,5104,,,
327,327,5301,,,
328,328,5502,,,
329,329,5701,,,
330,330,5901,,,
331,331,6101,,,
332,332,6301,,,
333,333,6501,,,
334,334,6701,,,
335,335,6901,,,
336,336,7101,,,
337,337,7302,,,
338,338,7501,,,
339,339,7701,,,
340,340,7902,,,
341,341,8101,,,
342,342,8303,,,
343,343,8501,,,
344,344,8701,,,
345,345,8901,,,
346,346,9101,,,
347,347,9301,,,
348,348,9502,,,
349,349,9701,,,
350,350,9901,,,
351,351,10101,,,
352,352,10301,,,
353,353,10501,,,
354,354,10703,,,
355,355,10901,,,
356,356,11101,,,
357,357,11301,,,
358,358,11501,,,
359,359,11701,,,
360,360,11901,,,
361,361,12102,,,
362,362,12301,,,
363,363,12501,,,
364,364,12701,,,
365,365,12901,,,
366,366,13101,,,
367,367,13301,,,
368,368,13501,,,
369,369,13701,,,
370,370,13901,,,
371,371,14102,,,
372,372,14302,,,
373,373,14501,,,
374,374,14701,,,
375,375,14901,,,
376,376,15101,,,
377,377,15301,,,
378,378,15501,,,
379,379,15703,,,
380,380,15901,,,
381,381,16101,,,
382,382,16302,,,
383,383,16501,,,
384,384,16702,,,
385,385,16907,,,
386,386,17101,,,
387,387,17301,,,
388,388,17501,,,
389,389,17702,,,
390,390,17901,,,
391,391,18101,,,
392,392,18301,,,
393,393,18502,,,
394,394,18702,,,
395,395,18901,,,
396,396,19101,,,
397,397,19302,,,
398,398,19501,,,
399,399,19701,,,
400,400,101,,,
401,401,301,,,
402,402,501,,,
403,403,501,,,
404,404,701,,,
405,405,902,,,
406,406,1101,,,
407,407,1301,,,
408,408,1501,,,
409,409,1701,,,
410,410,1901,,,
411,411,2101,,,
412,412,2301,,,
413,413,2501,,,
414,414,2702,,,
415,415,2901,,,
416,416,3101,,,
417,417,3302,,,
418,418,3501,,,
419,419,3701,,,
420,420,3901,,,
421,421,3901,,,
422,422,4101,,,
423,423,4302,,,
424,424,4501,,,
425,425,4701,,,
426,426,4901,,,
427,427,5103,,,
428,428,5301,,,
429,429,5502,,,
430,430,5701,,,
431,431,5901,,,
432,432,6101,,,
433,433,6301,,,
434,434,6501,,,
435,435,6701,,,
436,436,6901,,,
437,437,7101,,,
438,438,7302,,,
439,439,7501,,,
440,440,7701,,,
441,441,7902,,,
442,442,8101,,,
443,443,8303,,,
444,444,8501,,,
445,445,8701,,,
446,446,8901,,,
447,447,9101,,,
448,448,9301,,,
449,449,9502,,,
450,450,9702,,,
451,451,9901,,,
452,452,10101,,,
453,453,10301,,,
454,454,10501,,,
455,455,10703,,,
456,456,10901,,,
457,457,11101,,,
458,458,11301,,,
459,459,11501,,,
460,460,11701,,,
461,461,11901,,,
462,462,12101,,,
463,463,12301,,,
464,464,12501,,,
465,465,12701,,,
466,466,12901,,,
467,467,13101,,,
468,468,13301,,,
469,469,13502,,,
470,470,13701,,,
471,471,13903,,,
472,472,14102,,,
473,473,14302,,,
474,474,14503,,,
475,475,14701,,,
476,476,14901,,,
477,477,15101,,,
478,478,15301,,,
479,479,15501,,,
480,480,15703,,,
481,481,15901,,,
482,482,16101,,,
483,483,16302,,,
484,484,16501,,,
485,485,16701,,,
486,486,16907,,,
487,487,17101,,,
488,488,17301,,,
489,489,17501,,,
490,490,17702,,,
491,491,17901,,,
492,492,18101,,,
493,493,18301,,,
494,494,18301,,,
495,495,18503,,,
496,496,18702,,,
497,497,18901,,,
498,498,19101,,,
499,499,19302,,,
500,500,19501,,,
501,501,19701,,,
502,502,19901,,,
503,503,19901,,,
504,504,101,,,
505,505,301,,,
506,506,501,,,
507,507,701,,,
508,508,902,,,
509,509,1101,,,
510,510,1301,,,
511,511,1501,,,
512,512,1701,,,
513,513,1901,,,
514,514,2101,,,
515,515,2301,,,
516,516,2501,,,
517,517,2501,,,
518,518,2702,,,
519,519,2901,,,
520,520,3101,,,
521,521,3302,,,
522,522,3501,,,
523,523,3701,,,
524,524,3901,,,
525,525,4101,,,
526,526,4302,,,
527,527,4501,,,
528,528,4701,,,
529,529,4901,,,
530,530,5103,,,
531,531,5301,,,
532,532,5502,,,
533,533,5701,,,
534,534,5901,,,
535,535,6101,,,
536,536,6301,,,
537,537,6501,,,
538,538,6701,,,
539,539,6901,,,
540,540,7101,,,
541,541,7302,,,
542,542,7501,,,
543,543,7701,,,
544,544,7902,,,
545,545,8101,,,
546,546,8303,,,
547,547,8501,,,
548,548,8701,,,
549,549,8901,,,
550,550,9101,,,
551,551,9301,,,
552,552,9502,,,
553,553,9702,,,
554,554,9901,,,
555,555,10101,,,
556,556,10301,,,
557,557,10501,,,
558,558,10702,,,
559,559,10901,,,
560,560,11101,,,
561,561,11301,,,
562,562,11501,,,
563,563,11701,,,
564,564,11901,,,
565,565,12101,,,
566,566,12301,,,
567,567,12501,,,
568,568,12701,,,
569,569,12901,,,
570,570,13101,,,
571,571,13301,,,
572,572,13502,,,
573,573,13701,,,
574,574,13903,,,
575,575,14103,,,
576,576,14302,,,
577,577,14503,,,
578,578,14701,,,
579,579,14902,,,
580,580,15101,,,
581,581,15301,,,
582,582,15501,,,
583,583,15703,,,
584,584,15901,,,
585,585,16101,,,
586,586,16302,,,
587,587,16501,,,
588,588,16701,,,
589,589,16907,,,
590,590,17101,,,
591,591,17301,,,
592,592,17501,,,
593,593,17702,,,
594,594,17901,,,
595,595,18101,,,
596,596,18301,,,
597,597,18301,,,
598,598,18504,,,
599,599,18702,,,
600,600,18901,,,
601,601,19101,,,
602,602,19302,,,
603,603,19501,,,
604,604,19701,,,
605,605,19901,,,
606,606,101,,,
607,607,301,,,
608,608,501,,,
609,609,701,,,
610,610,902,,,
611,611,1101,,,
612,612,1301,,,
613,613,1501,,,
614,614,1701,,,
615,615,1901,,,
616,616,2101,,,
617,617,2301,,,
618,618,2501,,,
619,619,2702,,,
620,620,2901,,,
621,621,3101,,,
622,622,3302,,,
623,623,3501,,,
624,624,3701,,,
625,625,3901,,,
626,626,4101,,,
627,627,4302,,,
628,628,4501,,,
629,629,4701,,,
630,630,4901,,,
631,631,5103,,,
632,632,5301,,,
633,633,5502,,,
634,634,5701,,,
635,635,5901,,,
636,636,6101,,,
637,637,6301,,,
638,638,6501,,,
639,639,6701,,,
640,640,6901,,,
641,641,7101,,,
642,642,7302,,,
643,643,7501,,,
644,644,7701,,,
645,645,7902,,,
646,646,8101,,,
647,647,8303,,,
648,648,8501,,,
649,649,8701,,,
650,650,8901,,,
651,651,9101,,,
652,652,9301,,,
653,653,9301,,,
654,654,9502,,,
655,655,9702,,,
656,656,9901,,,
657,657,10101,,,
